Grapheme	GraphFrequency	WordFrequency	Difference
;	192	192	0
[	7	7	0
]	7	7	0
—	1	1	0
‘	47	47	0
“	2179	2179	0
’	31	29	2
!	1935	1931	4
'	1019	1015	4
?	1928	1924	4
”	1876	1866	10
U	95	3	92
:	368	255	113
,	17547	17416	131
O	275	84	191
.	13419	12956	463
-	609	9	600
)	807	9	798
u	50689	24	50665
o	59197	1	59196
e	127501	1	127500
