Grapheme	GraphFrequency	WordFrequency	Difference
!	3631	3631	0
(	124	124	0
)	124	124	0
,	59540	59540	0
:	7998	7998	0
;	6658	6658	0
?	2634	2634	0
[	6	6	0
]	6	6	0
¡	3630	3630	0
¿	2635	2635	0
‘	1102	1102	0
’	1000	1000	0
“	3884	3884	0
”	2425	2425	0
.	35748	35747	1
–	3787	3785	2
O	896	34	862
Y	3425	1907	1518
A	8015	560	7455
E	10862	2	10860
y	46021	32366	13655
u	146038	17	146021
o	332790	1080	331710
a	386367	25132	361235
e	452537	443	452094
