Grapheme	GraphFrequency	WordFrequency	Difference
:	8	8	0
;	4	4	0
‘	445	445	0
“	2252	2252	0
?	1024	1023	1
’	433	432	1
!	1276	1274	2
)	56	49	7
8	14	6	8
9	16	5	11
”	2066	2049	17
6	32	10	22
3	45	18	27
(	56	28	28
5	54	22	32
7	65	31	34
4	83	17	66
2	127	10	117
1	185	4	181
U	241	2	239
O	303	39	264
I	379	16	363
.	9392	8	9384
p	21156	1	21155
,	27505	12	27493
u	31978	14	31964
i	96154	23	96131
o	99718	1	99717
