Grapheme	GraphFrequency	WordFrequency	Difference
!	413	413	0
(	496	496	0
)	496	496	0
:	8410	8410	0
?	3157	3157	0
[	2	2	0
]	2	2	0
}	69	69	0
¡	414	414	0
¿	3160	3160	0
–	1	1	0
,	65260	65259	1
;	17700	17699	1
.	27168	27166	2
Y	12190	11459	731
A	5815	276	5539
O	7778	88	7690
y	47632	36087	11545
E	13837	149	13688
u	118895	15	118880
o	275884	848	275036
a	326600	18482	308118
e	372089	575	371514
