Grapheme	GraphFrequency	WordFrequency	Difference
!	349	349	0
(	226	226	0
?	3298	3298	0
:	12123	12122	1
;	9410	9409	1
¶	2562	2561	1
|	259	257	2
’	1077	1075	2
)	226	223	3
‘	1111	1105	6
“	6808	6802	6
.	26534	26523	11
”	5680	5667	13
,	73145	73103	42
ī	332	1	331
U	440	12	428
ū	2719	10	2709
ō	4008	198	3810
A	4541	2	4539
E	5545	156	5389
O	9033	1	9032
ē	21336	9	21327
ā	25618	1	25617
u	238539	5328	233211
i	355127	5	355122
o	356031	2	356029
e	390569	28246	362323
a	655667	5	655662
