Grapheme	GraphFrequency	WordFrequency	Difference
!	1533	1533	0
]	3	3	0
	4	4	0
‘	74	74	0
“	1795	1795	0
[	3	2	1
'	907	905	2
?	1391	1388	3
’	66	62	4
;	175	169	6
”	1507	1500	7
3	58	2	56
:	211	146	65
,	12865	12772	93
O	280	78	202
1	220	1	219
.	9832	9420	412
)	498	9	489
-	536	9	527
E	3456	2692	764
o	31649	1	31648
e	82933	8022	74911
a	82974	8	82966
