Grapheme	GraphFrequency	WordFrequency	Difference
!	585	585	0
(	136	136	0
.	12809	12809	0
:	291	291	0
;	10	10	0
?	835	835	0
[	16	16	0
]	16	16	0
—	1	1	0
‘	389	389	0
’	389	389	0
“	2310	2310	0
)	136	134	2
”	1936	1934	2
,	13720	13674	46
E	245	46	199
O	354	145	209
U	1241	633	608
M	1255	13	1242
N	1985	686	1299
I	2016	580	1436
A	4566	492	4074
e	34534	3627	30907
m	31784	118	31666
o	36960	4424	32536
i	60954	7079	53875
n	59004	2804	56200
u	88103	9035	79068
a	143197	13920	129277
