Grapheme	GraphFrequency	WordFrequency	Difference
(	157	157	0
)	157	157	0
’	135	135	0
—	3504	3501	3
»	4328	4324	4
”	1607	1603	4
‘	134	129	5
!	1928	1921	7
?	3172	3164	8
;	7983	7965	18
.	29046	29022	24
¡	1929	1905	24
«	2462	2438	24
“	1446	1409	37
¿	3172	3126	46
:	8603	8536	67
O	780	51	729
Y	3536	2681	855
,	59397	58485	912
A	7350	433	6917
E	8086	49	8037
y	40553	28794	11759
u	119382	14	119368
s	246117	1	246116
o	286070	782	285288
a	331786	19750	312036
e	376531	404	376127
